,cluster,Immune,Fraction
2290,B,T follicular helper cell,0.468250138
2291,A,T follicular helper cell,0.549717987
2292,A,T follicular helper cell,0.52537923
2293,A,T follicular helper cell,0.467187415
2294,B,T follicular helper cell,0.538346057
2295,A,T follicular helper cell,0.475926069
2296,B,T follicular helper cell,0.521871348
2297,B,T follicular helper cell,0.541728566
2298,B,T follicular helper cell,0.500951211
2299,B,T follicular helper cell,0.643239113
2300,B,T follicular helper cell,0.483271182
2301,A,Type 1 T helper cell,0.441793408
2302,B,Type 1 T helper cell,0.505595993
2303,B,Type 1 T helper cell,0.517623945
2304,B,Type 1 T helper cell,0.546189463
2305,B,Type 1 T helper cell,0.51555304
2306,A,Type 1 T helper cell,0.452493939
2307,A,Type 1 T helper cell,0.587168019
2308,A,Type 1 T helper cell,0.502040701
2309,B,Type 1 T helper cell,0.545545782
2310,B,Type 1 T helper cell,0.467045861
2311,A,Type 1 T helper cell,0.461632131
2312,A,Type 1 T helper cell,0.427277185
2313,B,Type 1 T helper cell,0.551063414
2314,B,Type 1 T helper cell,0.51642993
2315,B,Type 1 T helper cell,0.532060969
2316,A,Type 1 T helper cell,0.449861162
2317,B,Type 1 T helper cell,0.518264522
2318,A,Type 1 T helper cell,0.464971166
2319,B,Type 1 T helper cell,0.485791815
2320,B,Type 1 T helper cell,0.471060375
2321,B,Type 1 T helper cell,0.547259767
2322,B,Type 1 T helper cell,0.490398229
2323,B,Type 1 T helper cell,0.532471653
2324,B,Type 1 T helper cell,0.513899594
2325,A,Type 1 T helper cell,0.465919015
2326,A,Type 1 T helper cell,0.452027729
2327,A,Type 1 T helper cell,0.504311643
2328,B,Type 1 T helper cell,0.507711425
2329,B,Type 1 T helper cell,0.57382698
2330,A,Type 1 T helper cell,0.510653898
2331,A,Type 1 T helper cell,0.491739023
2332,B,Type 1 T helper cell,0.519585702
2333,B,Type 1 T helper cell,0.51464342
2334,A,Type 1 T helper cell,0.517182221
2335,B,Type 1 T helper cell,0.509958933
2336,B,Type 1 T helper cell,0.506072631
2337,A,Type 1 T helper cell,0.488935824
2338,A,Type 1 T helper cell,0.448536181
2339,A,Type 1 T helper cell,0.442730461
2340,A,Type 1 T helper cell,0.50351598
2341,B,Type 1 T helper cell,0.532714348
2342,B,Type 1 T helper cell,0.536418441
2343,A,Type 1 T helper cell,0.474074085
2344,A,Type 1 T helper cell,0.514255898
2345,A,Type 1 T helper cell,0.468113229
2346,B,Type 1 T helper cell,0.519208248
2347,B,Type 1 T helper cell,0.575579703
2348,B,Type 1 T helper cell,0.561476967
2349,B,Type 1 T helper cell,0.504694919
2350,B,Type 1 T helper cell,0.446719793
2351,B,Type 1 T helper cell,0.502801238
2352,B,Type 1 T helper cell,0.499013039
2353,B,Type 1 T helper cell,0.527015078
2354,B,Type 1 T helper cell,0.549822557
2355,B,Type 1 T helper cell,0.464691058
2356,B,Type 1 T helper cell,0.504709007
2357,A,Type 1 T helper cell,0.459600765
2358,B,Type 1 T helper cell,0.502022746
2359,B,Type 1 T helper cell,0.525765963
2360,B,Type 1 T helper cell,0.501871304
2361,B,Type 1 T helper cell,0.51198412
2362,A,Type 1 T helper cell,0.464713167
2363,A,Type 1 T helper cell,0.4634347
2364,A,Type 1 T helper cell,0.464984022
2365,B,Type 1 T helper cell,0.507742298
2366,B,Type 1 T helper cell,0.549364769
2367,B,Type 1 T helper cell,0.537072072
2368,A,Type 1 T helper cell,0.592636562
2369,A,Type 1 T helper cell,0.503575482
2370,B,Type 1 T helper cell,0.467899464
2371,B,Type 1 T helper cell,0.518484827
2372,A,Type 1 T helper cell,0.463053633
2373,B,Type 1 T helper cell,0.480145247
2374,B,Type 1 T helper cell,0.517901629
2375,B,Type 1 T helper cell,0.471499799
2376,A,Type 1 T helper cell,0.563197539
2377,A,Type 1 T helper cell,0.547506808
2378,B,Type 1 T helper cell,0.515856436
2379,A,Type 1 T helper cell,0.472458376
2380,A,Type 1 T helper cell,0.459252171
2381,B,Type 1 T helper cell,0.579644862
2382,B,Type 1 T helper cell,0.486030558
2383,A,Type 1 T helper cell,0.51026286
2384,B,Type 1 T helper cell,0.490442861
2385,B,Type 1 T helper cell,0.480558321
2386,B,Type 1 T helper cell,0.491992431
2387,B,Type 1 T helper cell,0.489730009
2388,B,Type 1 T helper cell,0.467997496
2389,B,Type 1 T helper cell,0.453324758
2390,B,Type 1 T helper cell,0.454404893
2391,B,Type 1 T helper cell,0.546288817
2392,B,Type 1 T helper cell,0.525861205
2393,A,Type 1 T helper cell,0.445805377
2394,A,Type 1 T helper cell,0.468266727
2395,B,Type 1 T helper cell,0.549561149
2396,B,Type 1 T helper cell,0.489652265
2397,B,Type 1 T helper cell,0.495651485
2398,B,Type 1 T helper cell,0.503063341
2399,B,Type 1 T helper cell,0.554650997
2400,A,Type 1 T helper cell,0.473361468
2401,B,Type 1 T helper cell,0.47790138
2402,B,Type 1 T helper cell,0.490530151
2403,B,Type 1 T helper cell,0.479488183
2404,B,Type 1 T helper cell,0.471504865
2405,B,Type 1 T helper cell,0.488066092
2406,A,Type 1 T helper cell,0.507688128
2407,A,Type 1 T helper cell,0.515302289
2408,A,Type 1 T helper cell,0.499464133
2409,B,Type 1 T helper cell,0.478289402
2410,A,Type 1 T helper cell,0.499286433
2411,B,Type 1 T helper cell,0.513825184
2412,B,Type 1 T helper cell,0.574144428
2413,B,Type 1 T helper cell,0.452405404
2414,B,Type 1 T helper cell,0.593055199
2415,B,Type 1 T helper cell,0.476195145
2416,A,Type 17 T helper cell,0.410078749
2417,B,Type 17 T helper cell,0.349475548
2418,B,Type 17 T helper cell,0.355606171
2419,B,Type 17 T helper cell,0.406025639
2420,B,Type 17 T helper cell,0.349888035
2421,A,Type 17 T helper cell,0.351837492
2422,A,Type 17 T helper cell,0.331307438
2423,A,Type 17 T helper cell,0.316489842
2424,B,Type 17 T helper cell,0.559014178
2425,B,Type 17 T helper cell,0.358613272
2426,A,Type 17 T helper cell,0.343928564
2427,A,Type 17 T helper cell,0.399987135
2428,B,Type 17 T helper cell,0.347387869
2429,B,Type 17 T helper cell,0.353556519
2430,B,Type 17 T helper cell,0.273131489
2431,A,Type 17 T helper cell,0.282704686
2432,B,Type 17 T helper cell,0.323654113
2433,A,Type 17 T helper cell,0.372501494
2434,B,Type 17 T helper cell,0.338228563
2435,B,Type 17 T helper cell,0.364656361
2436,B,Type 17 T helper cell,0.335652641
2437,B,Type 17 T helper cell,0.367736691
2438,B,Type 17 T helper cell,0.378818412
2439,B,Type 17 T helper cell,0.363299579
2440,A,Type 17 T helper cell,0.342862052
2441,A,Type 17 T helper cell,0.377871696
2442,A,Type 17 T helper cell,0.34582492
2443,B,Type 17 T helper cell,0.319532222
2444,B,Type 17 T helper cell,0.43443054
2445,A,Type 17 T helper cell,0.362949555
2446,A,Type 17 T helper cell,0.397811045
2447,B,Type 17 T helper cell,0.374348275
2448,B,Type 17 T helper cell,0.355753409
2449,A,Type 17 T helper cell,0.382896923
2450,B,Type 17 T helper cell,0.324305992
2451,B,Type 17 T helper cell,0.300348414
2452,A,Type 17 T helper cell,0.325522533
2453,A,Type 17 T helper cell,0.321788844
2454,A,Type 17 T helper cell,0.358802471
2455,A,Type 17 T helper cell,0.392660911
2456,B,Type 17 T helper cell,0.426907735
2457,B,Type 17 T helper cell,0.32610539
2458,A,Type 17 T helper cell,0.367439549
2459,A,Type 17 T helper cell,0.324639343
2460,A,Type 17 T helper cell,0.421564775
2461,B,Type 17 T helper cell,0.344767235
2462,B,Type 17 T helper cell,0.39351487
2463,B,Type 17 T helper cell,0.401077125
2464,B,Type 17 T helper cell,0.382949071
2465,B,Type 17 T helper cell,0.411943259
2466,B,Type 17 T helper cell,0.36353619
2467,B,Type 17 T helper cell,0.325774207
2468,B,Type 17 T helper cell,0.415302098
2469,B,Type 17 T helper cell,0.36970999
2470,B,Type 17 T helper cell,0.431959565
2471,B,Type 17 T helper cell,0.348968951
2472,A,Type 17 T helper cell,0.385249258
2473,B,Type 17 T helper cell,0.448532593
2474,B,Type 17 T helper cell,0.343881134
2475,B,Type 17 T helper cell,0.342365075
2476,B,Type 17 T helper cell,0.36530752
2477,A,Type 17 T helper cell,0.366176009
2478,A,Type 17 T helper cell,0.305261975
2479,A,Type 17 T helper cell,0.316441706
2480,B,Type 17 T helper cell,0.36951216
2481,B,Type 17 T helper cell,0.394366725
2482,B,Type 17 T helper cell,0.309143794
2483,A,Type 17 T helper cell,0.340463376
2484,A,Type 17 T helper cell,0.351405411
2485,B,Type 17 T helper cell,0.368143906
2486,B,Type 17 T helper cell,0.357885577
2487,A,Type 17 T helper cell,0.367208642
2488,B,Type 17 T helper cell,0.354947297
2489,B,Type 17 T helper cell,0.384801477
2490,B,Type 17 T helper cell,0.402708002
2491,A,Type 17 T helper cell,0.323858387
2492,A,Type 17 T helper cell,0.346046
2493,B,Type 17 T helper cell,0.394655406
2494,A,Type 17 T helper cell,0.294748569
2495,A,Type 17 T helper cell,0.325188219
2496,B,Type 17 T helper cell,0.38470781
2497,B,Type 17 T helper cell,0.438314165
2498,A,Type 17 T helper cell,0.326018302
2499,B,Type 17 T helper cell,0.360105627
2500,B,Type 17 T helper cell,0.369543995
2501,B,Type 17 T helper cell,0.373305612
2502,B,Type 17 T helper cell,0.356307682
2503,B,Type 17 T helper cell,0.364851728
2504,B,Type 17 T helper cell,0.376144654
2505,B,Type 17 T helper cell,0.306311417
2506,B,Type 17 T helper cell,0.382435729
2507,B,Type 17 T helper cell,0.414458203
2508,A,Type 17 T helper cell,0.327743029
2509,A,Type 17 T helper cell,0.32792737
2510,B,Type 17 T helper cell,0.333990586
2511,B,Type 17 T helper cell,0.413073496
2512,B,Type 17 T helper cell,0.302542031
2513,B,Type 17 T helper cell,0.401778182
2514,B,Type 17 T helper cell,0.370132423
2515,A,Type 17 T helper cell,0.404984301
2516,B,Type 17 T helper cell,0.345633435
2517,B,Type 17 T helper cell,0.31577594
2518,B,Type 17 T helper cell,0.399541717
2519,B,Type 17 T helper cell,0.343117645
2520,B,Type 17 T helper cell,0.316451303
2521,A,Type 17 T helper cell,0.3544198
2522,A,Type 17 T helper cell,0.301343423
2523,A,Type 17 T helper cell,0.343092345
2524,B,Type 17 T helper cell,0.404638022
2525,A,Type 17 T helper cell,0.304660895
2526,B,Type 17 T helper cell,0.33841873
2527,B,Type 17 T helper cell,0.392444366
2528,B,Type 17 T helper cell,0.356296217
2529,B,Type 17 T helper cell,0.454813516
2530,B,Type 17 T helper cell,0.361554596
2531,A,Type 2 T helper cell,0.495519675
2532,B,Type 2 T helper cell,0.416431803
2533,B,Type 2 T helper cell,0.414493415
2534,B,Type 2 T helper cell,0.404192621
2535,B,Type 2 T helper cell,0.437668343
2536,A,Type 2 T helper cell,0.427141681
2537,A,Type 2 T helper cell,0.491944506
2538,A,Type 2 T helper cell,0.510219773
2539,B,Type 2 T helper cell,0.484005594
2540,B,Type 2 T helper cell,0.384742199
2541,A,Type 2 T helper cell,0.539894318
2542,A,Type 2 T helper cell,0.473700021
2543,B,Type 2 T helper cell,0.412342384
2544,B,Type 2 T helper cell,0.456412553
2545,B,Type 2 T helper cell,0.398902253
2546,A,Type 2 T helper cell,0.457282899
2547,B,Type 2 T helper cell,0.4202081
2548,A,Type 2 T helper cell,0.481463061
2549,B,Type 2 T helper cell,0.416470078
2550,B,Type 2 T helper cell,0.420671513
2551,B,Type 2 T helper cell,0.47908779
2552,B,Type 2 T helper cell,0.399042023
2553,B,Type 2 T helper cell,0.445933047
2554,B,Type 2 T helper cell,0.453608867
2555,A,Type 2 T helper cell,0.46856984
2556,A,Type 2 T helper cell,0.543754433
2557,A,Type 2 T helper cell,0.458556473
2558,B,Type 2 T helper cell,0.422135854
2559,B,Type 2 T helper cell,0.543360441
2560,A,Type 2 T helper cell,0.527360909
2561,A,Type 2 T helper cell,0.418560506
2562,B,Type 2 T helper cell,0.418614571
2563,B,Type 2 T helper cell,0.446294203
2564,A,Type 2 T helper cell,0.485295336
2565,B,Type 2 T helper cell,0.444830738
2566,B,Type 2 T helper cell,0.442182669
2567,A,Type 2 T helper cell,0.47239549
2568,A,Type 2 T helper cell,0.463329534
2569,A,Type 2 T helper cell,0.407313931
2570,A,Type 2 T helper cell,0.452095743
2571,B,Type 2 T helper cell,0.509109201
2572,B,Type 2 T helper cell,0.449546464
2573,A,Type 2 T helper cell,0.500388383
2574,A,Type 2 T helper cell,0.486821822
2575,A,Type 2 T helper cell,0.514161351
2576,B,Type 2 T helper cell,0.464210014
2577,B,Type 2 T helper cell,0.490433922
2578,B,Type 2 T helper cell,0.447897438
2579,B,Type 2 T helper cell,0.424455151
2580,B,Type 2 T helper cell,0.399169685
2581,B,Type 2 T helper cell,0.437421157
2582,B,Type 2 T helper cell,0.508137701
2583,B,Type 2 T helper cell,0.428701525
2584,B,Type 2 T helper cell,0.447822061
2585,B,Type 2 T helper cell,0.441082325
2586,B,Type 2 T helper cell,0.439604968
2587,A,Type 2 T helper cell,0.446673108
2588,B,Type 2 T helper cell,0.458624771
2589,B,Type 2 T helper cell,0.510208371
2590,B,Type 2 T helper cell,0.525747029
2591,B,Type 2 T helper cell,0.426467048
2592,A,Type 2 T helper cell,0.448471097
2593,A,Type 2 T helper cell,0.442702282
2594,A,Type 2 T helper cell,0.461077768
2595,B,Type 2 T helper cell,0.435996699
2596,B,Type 2 T helper cell,0.438947178
2597,B,Type 2 T helper cell,0.443876405
2598,A,Type 2 T helper cell,0.500953549
2599,A,Type 2 T helper cell,0.528916458
2600,B,Type 2 T helper cell,0.484121004
2601,B,Type 2 T helper cell,0.444665455
2602,A,Type 2 T helper cell,0.460618665
2603,B,Type 2 T helper cell,0.439738783
2604,B,Type 2 T helper cell,0.475065036
2605,B,Type 2 T helper cell,0.396958325
2606,A,Type 2 T helper cell,0.43388961
2607,A,Type 2 T helper cell,0.467579214
2608,B,Type 2 T helper cell,0.41868264
2609,A,Type 2 T helper cell,0.431246154
2610,A,Type 2 T helper cell,0.441592917
2611,B,Type 2 T helper cell,0.462896545
2612,B,Type 2 T helper cell,0.435958371
2613,A,Type 2 T helper cell,0.494590131
2614,B,Type 2 T helper cell,0.421770335
2615,B,Type 2 T helper cell,0.403325898
2616,B,Type 2 T helper cell,0.434939813
2617,B,Type 2 T helper cell,0.415430975
2618,B,Type 2 T helper cell,0.52510674
2619,B,Type 2 T helper cell,0.425186562
2620,B,Type 2 T helper cell,0.397018362
2621,B,Type 2 T helper cell,0.42646871
2622,B,Type 2 T helper cell,0.420081091
2623,A,Type 2 T helper cell,0.518238987
2624,A,Type 2 T helper cell,0.464189235
2625,B,Type 2 T helper cell,0.449848581
2626,B,Type 2 T helper cell,0.441932989
2627,B,Type 2 T helper cell,0.495607274
2628,B,Type 2 T helper cell,0.455091357
2629,B,Type 2 T helper cell,0.442601025
2630,A,Type 2 T helper cell,0.492403265
2631,B,Type 2 T helper cell,0.448888117
2632,B,Type 2 T helper cell,0.42372642
2633,B,Type 2 T helper cell,0.396423316
2634,B,Type 2 T helper cell,0.421070705
2635,B,Type 2 T helper cell,0.5014266
2636,A,Type 2 T helper cell,0.461500528
2637,A,Type 2 T helper cell,0.480219405
2638,A,Type 2 T helper cell,0.465546524
2639,B,Type 2 T helper cell,0.387334904
2640,A,Type 2 T helper cell,0.496654462
2641,B,Type 2 T helper cell,0.455551908
2642,B,Type 2 T helper cell,0.474098177
2643,B,Type 2 T helper cell,0.415068576
2644,B,Type 2 T helper cell,0.488904086
2645,B,Type 2 T helper cell,0.424221352
