,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,TRDMT1,DNMT3A,DNMT3B,NOP2,TET1,TET2,TET3,ALYREF,XPD
TCGA_TCGA-DD-A4NG-01A,5.236604527,2.37451724,2.196622422,3.91255356,5.444053807,1.078208201,3.597684805,1.149619334,2.768472587,2.155122068,5.434426531,1.292456893,1.969130131,2.517657545,4.779907723,4.143895648
TCGA_TCGA-DD-A4NH-01A,5.781695399,2.984780164,3.262565361,4.776977708,4.736984178,2.925936395,5.329942927,1.834414357,3.887798793,2.584504566,3.151073512,1.911266599,2.241264082,3.560391057,6.433459368,2.883203353
TCGA_TCGA-DD-A4NI-01A,5.155901926,2.444252807,2.958639967,3.508054719,4.957044589,1.08529895,3.411319388,1.224421612,2.169513752,1.611260363,4.93937323,1.225172185,2.199702724,2.494049367,5.416411798,3.930248164
TCGA_TCGA-DD-A4NJ-01A,6.102974229,3.171371951,3.815861679,4.656948608,5.10672952,1.230677529,5.87370688,1.365948512,3.553250723,3.148845243,4.343233439,1.929079942,2.515614772,3.747424052,6.027843489,2.893275605
TCGA_TCGA-DD-A4NK-01A,6.419801945,2.705205614,3.485749298,5.148289155,4.66911207,1.088415544,3.645199688,1.304809196,2.507449694,1.94227699,6.032427766,1.455929466,1.982121874,3.020802595,4.972167371,4.634131846
TCGA_TCGA-DD-A4NL-01A,4.984534881,2.459648859,2.85320288,3.263118246,5.029114475,1.33568345,3.557793247,1.237818423,2.320629779,1.673729359,4.699404993,1.1684617,1.870326319,2.451250393,4.229901338,3.947995234
TCGA_TCGA-DD-A4NN-01A,5.613093036,2.604279883,2.787424387,5.307993189,4.029840959,2.593984145,5.650616877,1.617996847,4.62616006,3.54803685,4.254673252,1.950617724,1.562695236,3.302323096,6.397257769,3.729283608
TCGA_TCGA-DD-A4NO-01A,6.073160577,2.483505516,2.758215352,4.237477527,5.695959964,1.210427473,4.211037705,1.392382053,2.910296388,2.080401585,5.789040021,1.256006508,1.729468066,2.707195992,5.413126399,4.456119472
TCGA_TCGA-DD-A4NP-01A,5.237622933,2.624150011,3.204694486,3.700362222,4.929851867,1.13037814,2.786304898,1.174753978,2.608932825,1.427896971,5.001560456,1.123803287,1.861309658,1.977373464,4.91660305,4.26824109
TCGA_TCGA-DD-A4NQ-01A,5.814785233,3.241181245,3.984008987,4.443147076,3.974543052,1.092538693,4.442049746,1.506686264,3.391260359,2.349720236,5.81306608,1.561547827,1.806256195,2.553070021,5.584054157,3.576567369
TCGA_TCGA-DD-A4NR-01A,5.771593466,2.810105572,3.711058014,4.614962004,4.804884885,1.151549543,5.272793614,1.616270107,3.803723069,2.673455456,6.164622152,1.406237009,2.231868947,3.229410354,6.227278528,3.207765059
TCGA_TCGA-DD-A4NS-01A,5.572226323,3.084424814,3.750308202,4.514059871,5.584888953,2.096034855,4.66852056,1.756930974,3.326695033,2.390624646,5.170452833,1.436594216,2.863301653,3.270523629,5.718078526,3.124999769
TCGA_TCGA-DD-A4NV-01A,5.734415185,3.532835017,3.555706611,4.296664195,4.958998668,1.120144707,4.059152203,1.41110882,2.780985581,1.929243229,5.624714936,1.344424816,2.306137494,2.688668276,4.929857303,4.790052991
TCGA_TCGA-DD-A73A-01A,5.392156136,2.569826133,3.062697227,3.587387892,5.022120502,1.114894684,3.82520842,1.337895613,2.565180603,1.910968027,5.652862348,1.205474601,2.017134281,2.488286,5.312883083,4.335081497
TCGA_TCGA-DD-A73B-01A,5.621748352,3.038401901,2.488055336,4.284394689,4.636012663,2.05166953,5.260967776,1.793427913,2.690843496,2.326435332,3.091104762,2.355969408,1.543036288,2.751865425,5.599225848,2.97025457
TCGA_TCGA-DD-A73C-01A,5.141144439,3.346583577,3.540142722,4.288830219,4.807786293,1.157018534,4.073928097,1.541704841,2.836308697,1.563524858,5.577612183,1.390493436,2.358969976,2.700195222,5.108900569,4.427981387
TCGA_TCGA-DD-A73D-01A,5.766545594,2.356243939,3.778612859,4.602927859,4.861586638,1.082280749,3.194282109,1.057935945,2.489662708,1.883659031,6.045724602,1.098235884,1.969296776,2.690039415,6.695507634,4.903662741
TCGA_TCGA-DD-A73E-01A,5.615263122,3.314248228,4.043685538,5.071602704,4.361071807,1.094571953,3.999373669,1.128368855,4.473483277,2.395577628,3.260770549,1.578695928,3.171049068,3.446353603,5.972129698,3.693445143
TCGA_TCGA-DD-A73F-01A,5.40345794,2.65919811,3.20591824,4.01788781,4.022179587,1.143144525,4.856459597,1.250354489,3.077150159,2.12261362,4.88796626,1.563328819,2.171330274,2.777921131,6.108052,4.941135414
TCGA_TCGA-DD-A73G-01A,4.217341075,1.587320502,2.621138887,5.085732297,2.648188872,1.129058304,3.023736487,1.149470772,3.74696489,1.283560176,6.332799046,1.235455965,1.264153777,1.658010757,6.531806921,4.303224494
TCGA_TCGA-DD-AA3A-01A,6.48791203,2.984805536,4.336491364,5.409590358,4.748088734,1.561363803,5.519737621,1.825120992,5.025333959,2.581500181,4.415379003,1.951964124,2.699052044,3.625763067,7.081502041,2.349286721
TCGA_TCGA-DD-AAC8-01A,6.270269936,2.94414039,3.285495707,5.230889914,3.498531554,1.089757048,4.193892201,1.664769841,3.601335908,2.354362245,5.663073774,1.353116155,1.653690258,2.529410572,6.272463926,3.534402718
TCGA_TCGA-DD-AAC9-01A,4.692998521,2.195341083,2.722410984,3.783691137,4.096112422,1.099454483,3.309302615,1.144557571,2.367087831,1.463958568,4.963312166,1.151477747,1.500765505,1.715087239,5.343466755,4.105365524
TCGA_TCGA-DD-AACA-01A,5.518258198,3.036961085,3.285778882,4.787367133,3.89880637,1.070368687,4.534298652,1.144978556,3.515913897,2.322042082,5.216866068,1.511856483,2.609084084,2.825927474,6.237315573,3.263818629
TCGA_TCGA-DD-AACA-02A,5.547403091,3.269546864,4.17057392,4.409909259,5.374580059,1.072136113,4.695671231,1.231937526,3.863635963,2.231668614,3.688619963,1.752360124,2.644450922,3.340118916,7.066126093,3.21120272
TCGA_TCGA-DD-AACA-02B,5.178324444,2.651665037,4.024580351,4.729674536,4.932060748,1.058231536,4.303801879,1.119231921,3.578879992,1.705809152,3.790494383,1.370641773,1.446855261,2.213347977,7.903489173,3.333044127
TCGA_TCGA-DD-AACB-01A,5.164057422,2.501771292,3.48066659,4.301186619,3.966779873,1.081005956,4.186648207,1.424462763,3.791117062,2.596930281,5.692322145,1.545053326,1.663926585,2.566970909,6.504026816,5.12837319
TCGA_TCGA-DD-AACC-01A,4.903038341,2.284749843,3.367180117,4.156731571,4.484448841,1.138664585,4.041487388,1.372069807,3.086710195,1.92889478,5.734163856,1.418456584,1.773801846,2.153197717,6.264751312,4.710826616
TCGA_TCGA-DD-AACD-01A,4.9459647,2.133446114,3.322922803,4.84609739,4.414062452,1.139057957,2.399809191,1.144161146,2.868617577,1.354226494,6.376224788,1.131980834,1.389830448,1.527396943,5.160323194,4.226650827
TCGA_TCGA-DD-AACE-01A,5.468314471,2.747934155,3.450077249,4.252537424,4.569825199,1.072658718,2.974387098,1.194827072,2.221807968,1.818493215,4.920861734,1.348584767,1.797317249,2.371421144,5.163896408,4.024170704
TCGA_TCGA-DD-AACF-01A,5.808195448,2.313396225,3.38206819,5.303527236,4.779930582,1.07147706,4.959269931,1.347601157,2.572085122,1.734167954,5.905663696,1.324261662,1.498457962,1.975852575,6.161390848,4.575009191
TCGA_TCGA-DD-AACG-01A,5.452556638,2.327011214,3.463987605,4.466438731,3.277429737,2.220812706,2.884454742,1.129557353,3.564964043,1.75290328,5.780600729,1.693099173,1.487362999,1.900585172,6.06057265,5.69370433
TCGA_TCGA-DD-AACH-01A,5.999988883,3.60048213,4.42244774,5.18593511,4.822308911,1.227383105,5.873361401,2.25343035,4.128213951,2.874969328,5.013397388,1.529306377,2.476248561,3.247076603,6.477779947,3.243129166
TCGA_TCGA-DD-AACI-01A,5.10875069,1.955585874,3.562910881,5.011562524,4.598591525,1.107851478,2.759171296,1.251962559,2.661977872,1.354224539,5.959804489,1.104536631,1.546891091,1.754556391,5.926257485,4.359231627
TCGA_TCGA-DD-AACJ-01A,5.585955635,2.166705939,3.658092394,4.553835198,3.820549392,1.058231536,3.533927894,1.202148084,2.405299079,1.480515494,5.883911635,1.10025412,1.508201082,1.959863063,6.378578384,5.178173985
TCGA_TCGA-DD-AACK-01A,5.874359814,3.102560501,3.837185441,4.270140034,5.306189501,1.090323059,4.664483996,1.474416697,2.776174742,1.940270314,6.599150642,1.32960315,2.311891783,2.787891277,5.847696062,5.072654635
TCGA_TCGA-DD-AACL-01A,5.666578782,2.253467759,3.462635958,5.299603645,3.589953758,1.739116499,4.704941792,1.707727526,4.027833571,3.099892613,4.745666014,2.849243183,1.681906372,2.633991947,6.777897714,3.635900034
TCGA_TCGA-DD-AACN-01A,5.754695405,3.141184307,3.344246678,4.886285046,4.813551046,1.181309202,4.602753052,1.931514389,3.963433674,2.780962094,4.168590785,1.890971658,2.467707676,4.058453314,6.204246295,3.348352052
TCGA_TCGA-DD-AACO-01A,4.774136038,2.323059421,3.700585308,4.393437023,3.005594576,2.322556018,2.656308219,1.05458925,3.461461425,1.772251105,4.920242106,1.480173366,1.56318995,1.817583009,6.321444389,5.081819668
TCGA_TCGA-DD-AACP-01A,5.956828996,2.587472011,3.51582465,5.039755444,3.669359305,1.669772358,4.949402247,1.529023558,4.636381099,2.891302929,4.490046091,1.876969618,1.746710973,3.385281526,7.027435661,4.355745391
TCGA_TCGA-DD-AACQ-01A,5.383914916,2.698018894,3.621983311,4.17212377,5.150532294,2.840107084,3.834314475,1.257563562,3.151699011,2.491914082,5.597596948,1.309363848,2.001520047,2.322181721,5.406370138,5.248266885
TCGA_TCGA-DD-AACS-01A,5.000489613,3.073196018,3.62632545,4.447840885,5.103579603,2.038830381,6.108864186,1.155011149,3.278335131,3.163502516,3.379718497,1.76154218,1.608130511,2.791751195,6.51921712,3.020011636
TCGA_TCGA-DD-AACT-01A,4.941550895,2.477626109,2.94980015,4.203243393,4.358693677,1.123925452,3.875610045,1.131524999,2.53772529,2.001056387,5.456743951,1.165904312,1.550119915,1.948095131,4.729675922,4.778443873
TCGA_TCGA-DD-AACU-01A,6.144647694,2.990987198,4.06198741,5.035090486,5.210246167,1.154985808,4.490543287,1.581037781,3.261034228,2.729335668,4.027776002,1.408834185,1.870459353,2.751083732,5.83236338,2.882641731
TCGA_TCGA-DD-AACV-01A,6.203140678,2.69329083,3.613880903,4.87942969,5.214083033,1.892862958,5.315484764,1.598885264,3.23949924,3.227988124,3.184834234,1.667168625,1.783309837,2.868533333,6.90226031,2.518129284
TCGA_TCGA-DD-AACW-01A,5.360930643,2.608287704,2.945671408,4.638438395,5.478976247,2.508440497,5.092697154,1.393927236,4.096625663,2.4747678,3.917268192,2.121986713,1.760930046,3.225945058,6.015261442,4.016616654
TCGA_TCGA-DD-AACX-01A,5.548459298,2.716126223,3.664473773,4.536942596,3.801932245,1.058231536,4.467730307,1.149062544,2.914747769,2.077612482,6.034897683,1.111343168,1.85249339,2.447462017,5.94776839,4.622329047
TCGA_TCGA-DD-AACY-01A,5.587618703,2.448624741,3.356663036,4.066663089,5.669268762,1.084337334,3.940542,1.154205382,2.846315027,1.647994558,5.291486726,1.160304339,1.670732858,2.162367214,5.383074906,4.094952678
TCGA_TCGA-DD-AACZ-01A,6.437483245,2.99749096,3.871599174,4.355728669,5.772561683,1.072472167,5.04839087,1.808739549,3.940622526,2.293059838,4.707653967,1.787472394,2.28738629,3.398912329,6.056820801,3.188528008
TCGA_TCGA-DD-AAD0-01A,5.404825427,3.158279321,3.44742812,4.485812891,4.155022303,1.058231536,4.831093915,1.071783466,3.419239912,2.999850236,3.555970203,1.297093108,2.2779793,3.152252591,5.990329958,3.642434542
TCGA_TCGA-DD-AAD1-01A,5.661493408,3.068741966,3.59861096,4.336642391,5.654534946,1.388510971,5.189670305,1.6783099,3.842168195,2.662272914,3.854002507,1.318796304,2.702294498,3.525646131,6.001693318,3.216029263
TCGA_TCGA-DD-AAD2-01A,6.442775178,2.406745651,3.524885105,3.977582223,5.131370544,1.182344293,4.290338685,1.266731688,2.985551554,1.907317003,5.939372639,1.219996407,1.765575316,2.295152728,5.328377522,4.293108824
TCGA_TCGA-DD-AAD3-01A,5.435350086,2.896151168,3.523271364,4.144545059,5.26865736,1.072648432,4.605017826,1.420187516,2.973083045,1.801885609,5.539332732,1.429543105,1.908736827,2.728762002,5.093150979,5.130360082
TCGA_TCGA-DD-AAD5-01A,6.1607959,3.067960388,3.796512569,5.233007647,5.148260105,1.109828015,4.329571586,1.983803801,3.422925754,3.286496593,3.952478685,1.435974761,2.003147804,2.576107727,6.997974904,2.987722816
TCGA_TCGA-DD-AAD6-01A,5.431410334,2.319893276,3.395106765,3.356622047,4.510144765,1.058231536,3.433421148,1.086845921,3.395382031,1.929463846,6.598304295,1.729409424,1.921697455,2.823133756,5.818227172,4.160563709
TCGA_TCGA-DD-AAD8-01A,5.940733543,2.841195876,3.126786473,4.129074563,5.399235731,1.058231536,4.081160291,1.258392225,2.651421319,2.335946991,5.421888635,1.440867941,2.233342482,2.750725753,5.67059292,4.687655968
TCGA_TCGA-DD-AADA-01A,4.767126732,2.5337805,2.823830663,3.716128586,5.292300872,2.634470404,3.278713801,1.2185478,3.343924508,1.960647594,5.389404583,1.411959624,1.981718281,2.525509772,4.555046579,3.543279134
TCGA_TCGA-DD-AADB-01A,5.453436003,3.011069228,3.317118243,4.610447023,5.415671046,3.37565287,5.322430473,1.188000864,4.373401471,2.620480192,4.380576077,2.712062772,1.99668239,3.543031771,6.661435666,4.273828764
TCGA_TCGA-DD-AADC-01A,6.80873419,3.125519884,4.258445437,4.992682342,5.642600457,1.188076677,4.664114325,1.486576689,3.871348056,2.69957789,4.398635308,1.571958892,1.984000953,3.01999384,7.937407637,3.743924477
TCGA_TCGA-DD-AADD-01A,5.598584251,3.004695945,4.40694822,4.575844787,3.985923594,3.213034162,4.960297817,1.460941694,4.259066916,4.237468448,5.167059373,2.444554061,2.153092659,3.611302856,6.667178195,3.51483388
TCGA_TCGA-DD-AADF-01A,5.67773525,2.404981562,3.097507943,4.319736518,5.217122022,1.058231536,4.059970362,1.189296447,2.466644916,1.684330827,5.996818902,1.369271784,1.537133984,1.841909747,7.818443861,4.252286713
TCGA_TCGA-DD-AADG-01A,4.816911255,2.660621128,3.59026148,4.808891465,4.770785944,1.071502562,3.726122482,1.182049739,2.946533805,2.11360691,5.863461487,1.124111294,2.067309622,2.549263728,5.79275535,5.067322891
TCGA_TCGA-DD-AADI-01A,4.91777047,2.186497407,2.976197832,5.118401973,4.009751221,1.605229181,3.775160003,1.455551266,3.166345683,1.976381397,6.189840298,1.358509187,1.657697762,2.274884708,6.66895337,5.12981358
TCGA_TCGA-DD-AADJ-01A,4.725040445,2.302699564,2.818834051,3.756431298,4.421533698,1.058231536,3.316982321,1.147397025,3.017746841,1.632901019,5.620375382,1.275598676,1.559003014,2.138824241,6.254418003,5.006634572
TCGA_TCGA-DD-AADK-01A,5.093453271,2.230069843,2.714575805,4.243088475,4.7390414,1.208923515,3.978527133,1.184183182,3.010691872,1.891567325,5.903565264,1.225018671,1.488156857,2.138654367,5.21760831,4.704503369
TCGA_TCGA-DD-AADL-01A,5.894013327,2.942451326,3.759550632,4.3021594,5.423719987,1.126990899,4.668049844,1.444365568,3.446162884,2.808452494,5.928537501,1.341845961,1.79970179,2.784276323,5.48907745,5.230135614
TCGA_TCGA-DD-AADM-01A,4.967817737,2.497320477,3.163347977,4.289920781,4.147795321,1.084616531,3.559801183,1.223120677,2.498127521,1.408658362,5.465364027,1.231508364,1.424054921,1.657296009,6.071366204,5.06946265
TCGA_TCGA-DD-AADN-01A,4.734813271,1.990488875,3.474764872,3.93331047,3.697302039,1.058231536,3.450652775,1.073886476,3.068839314,1.616154936,6.150828464,1.381272752,1.364468734,1.715128012,7.529009536,5.060482718
TCGA_TCGA-DD-AADO-01A,4.22874506,1.842779213,3.384238111,5.192066299,4.002285537,1.739623514,2.950514373,1.129045535,4.404281376,1.629376134,5.537673206,1.362149547,1.398558092,1.970410935,6.878254384,5.41290347
TCGA_TCGA-DD-AADP-01A,5.420969507,2.916827694,3.029886945,4.527274216,5.155889504,1.221697856,4.267678866,1.390746578,3.599234627,2.034866068,6.472723088,1.769151893,2.067845745,3.241799951,6.019252563,4.870969329
TCGA_TCGA-DD-AADQ-01A,5.766439482,2.298676437,3.276269707,4.059721491,4.424966652,1.058231536,3.263610163,1.076858595,2.622921491,1.632258653,6.053205587,1.117138843,1.665407299,2.207533274,4.911613213,4.073763724
TCGA_TCGA-DD-AADR-01A,5.446842708,2.969587723,3.355512223,4.114637731,4.668626106,1.099870668,3.518960337,1.228443379,3.596074009,1.687169831,6.431983384,1.245155987,1.524752935,2.17526317,5.482865959,4.337526631
TCGA_TCGA-DD-AADS-01A,4.143541236,1.948165765,2.884352486,4.627712689,3.363608272,1.14271478,1.845690241,1.095370635,2.658583386,1.316691467,5.000549867,1.212413939,1.371910846,1.46801913,5.404085721,4.755389998
TCGA_TCGA-DD-AADU-01A,5.294929673,2.417087326,3.09330285,4.004914666,4.166635911,1.094209785,2.222113913,1.119859372,2.163868449,1.798793733,5.465597419,1.171730556,1.832673344,1.996663109,4.59760753,4.085317892
TCGA_TCGA-DD-AADV-01A,6.440624661,3.043979438,3.437949104,4.499014369,5.482597942,1.152433384,5.22535558,1.742117397,2.832271982,2.410904315,3.190484374,1.765189386,1.920352382,2.699181777,5.562302038,3.489249243
TCGA_TCGA-DD-AADW-01A,5.914679138,3.098870758,3.708103871,4.889603653,4.72430047,3.972649849,6.220943701,1.958806133,4.450001491,4.008438107,3.217119005,2.642702143,2.967311553,4.127184205,7.49005916,3.470832218
TCGA_TCGA-DD-AADY-01A,5.780754898,3.644102099,3.060874821,4.456723627,6.840603375,1.10994395,4.574465422,1.716975596,3.068091358,2.355967917,6.221457771,1.478435833,2.294928901,2.974442584,6.039599295,5.154060141
TCGA_TCGA-DD-AAE0-01A,5.459637965,2.092042215,3.157214864,4.921292287,3.78628207,3.313414832,4.781127778,1.755624891,4.242395972,4.267795906,4.199967229,1.711762251,1.511268714,3.361713023,7.188189525,3.146783639
TCGA_TCGA-DD-AAE1-01A,4.800588279,2.344254619,2.632787017,4.349297662,5.013497278,1.075303744,4.288747384,1.410526676,3.615872108,2.806936614,6.040060692,1.678018519,1.627424947,3.188120243,5.779833128,4.890907362
TCGA_TCGA-DD-AAE2-01A,5.560829524,2.848878978,3.365251809,4.392168908,4.844612559,1.081259655,4.344163818,1.435703224,2.395918595,2.217784414,6.076588188,1.343219219,2.088074681,2.403990304,6.08366578,4.628422117
TCGA_TCGA-DD-AAE3-01A,5.354417839,2.183645116,3.049069146,4.272805628,5.371347614,1.058231536,2.598884841,1.258038774,1.867821283,1.340798897,4.904339807,1.190751082,1.532436075,1.55811491,6.149521043,4.538031338
TCGA_TCGA-DD-AAE4-01A,4.478265677,2.073319551,3.053225889,4.044662138,4.653241452,1.123551981,3.187571183,1.334762442,1.962599652,1.260217263,4.725855362,1.16295602,1.7092031,1.570534948,6.02548065,4.256613148
TCGA_TCGA-DD-AAE6-01A,5.924536345,2.279118375,2.953680241,4.556395437,4.563555707,1.153053277,3.815106189,1.079631139,3.415725468,3.017353322,6.211718925,1.337680885,1.382310291,2.210775668,5.796790615,4.884852785
TCGA_TCGA-DD-AAE7-01A,5.264311327,2.537905887,2.994036724,3.680557273,4.977002062,1.163549803,3.528486763,1.273577289,2.209704605,1.360284715,5.161996293,1.193828769,1.727359184,2.00254705,4.961481319,4.871091076
TCGA_TCGA-DD-AAE9-01A,4.956969432,2.671634436,3.07116308,4.710693305,4.458879606,1.145619965,3.347719279,1.195326073,3.05068982,2.088488538,5.911503624,1.235913645,1.566203552,2.402427665,4.290230987,4.722207002
TCGA_TCGA-DD-AAEA-01A,5.796767457,2.148349033,2.772717532,4.737527873,4.410632235,1.058231536,4.262344219,1.136210752,2.431355133,2.832685253,5.956110265,1.290063093,1.745500028,2.495902447,5.842075904,5.220665155
TCGA_TCGA-DD-AAEB-01A,4.476273289,1.962779836,2.640940457,4.009113102,4.592308732,1.085837602,1.972452747,1.172355544,2.274510162,1.637736775,4.573020662,1.151415146,1.633234687,1.772614264,4.032359578,4.328875804
TCGA_TCGA-DD-AAED-01A,5.470464168,2.422147212,3.35904044,4.062401969,6.739310298,1.193875138,3.790747638,1.347314619,3.368271826,2.710919043,6.330559744,1.326328494,2.027495671,2.826243053,4.560060292,4.550968961
TCGA_TCGA-DD-AAEE-01A,5.698426995,2.816724081,3.114353576,4.646338448,3.966905469,1.058231536,3.741632766,1.329661729,3.013682916,2.280438515,4.986471626,1.411394083,2.139633612,2.568291154,5.66767754,4.626942532
TCGA_TCGA-DD-AAEG-01A,6.231618784,2.8540661,3.598760269,4.605223299,4.046203855,1.21342231,3.806565977,1.241716388,3.24605228,2.004611896,6.347393635,1.340291082,1.590893596,2.245336027,4.760591769,4.160174564
TCGA_TCGA-DD-AAEH-01A,5.304734541,2.440699962,2.908322866,3.97929263,4.998982902,1.115136746,3.485499004,1.212204212,2.681613833,1.875582047,5.30826208,1.126966029,1.641059724,2.255315035,5.106533616,4.382626212
TCGA_TCGA-DD-AAEI-01A,5.29814752,2.388953431,3.104758457,3.599157392,3.886142671,1.058231536,4.885925611,1.104184427,2.784856555,1.751484041,6.930839772,1.281997863,1.650426945,2.232848313,5.599715366,4.544505374
TCGA_TCGA-DD-AAEK-01A,6.603829378,2.877616025,3.247159597,4.047273534,5.417636379,1.161951234,4.623058038,1.449632874,3.033761253,2.286626139,5.523312711,1.316926841,2.376613451,2.980690595,5.816582408,4.977757326
TCGA_TCGA-DD-AAVP-01A,4.789132127,2.621623053,3.960025998,4.984240517,4.633462586,1.152529783,3.235305002,1.341785428,3.292547249,1.600122739,5.332314203,1.172251636,1.698036117,2.143983649,5.623198003,4.642334774
TCGA_TCGA-DD-AAVQ-01A,5.045244397,2.26601854,2.751809784,4.959124718,3.834880146,1.197045898,4.773220325,1.39125025,3.619719993,2.927830249,3.751843115,1.513366195,1.838224698,2.860816552,6.528038059,3.323002236
TCGA_TCGA-DD-AAVR-01A,5.102243681,2.306243786,3.250743615,4.111498581,4.361093076,1.133548785,3.468139308,1.396380214,3.037309933,1.479477979,5.448106694,1.188158271,1.642976046,1.935547976,5.2807106,4.10546982
TCGA_TCGA-DD-AAVS-01A,5.933495191,2.607856472,3.050666343,4.593916762,5.026731503,3.435247043,4.791502932,1.548487144,4.181165987,3.301879241,3.67114098,1.901706631,2.128050935,3.589578688,6.151210759,3.255995812
TCGA_TCGA-DD-AAVU-01A,5.24799477,2.467759208,2.961699093,5.074480923,3.978497222,1.072632624,3.524032737,1.286590586,2.872391515,1.672227195,5.454295606,1.278972691,1.451807227,1.867190297,6.001580175,5.537796638
TCGA_TCGA-DD-AAVV-01A,6.103745947,2.749902015,3.321036512,4.812775519,4.138714857,1.329821106,4.138540754,1.434369076,3.067347634,1.766271723,5.64588835,1.188563999,1.786456339,2.260660888,5.941553514,4.703273066
TCGA_TCGA-DD-AAVW-01A,5.788215705,2.828476438,2.90316046,4.073726991,5.430136929,1.106847972,4.470203031,1.583767061,3.124394089,2.625529011,5.634171488,1.486897788,2.171086613,3.37208644,5.021266263,3.968649871
TCGA_TCGA-DD-AAVX-01A,5.265972002,2.652245312,3.072819336,4.60509262,5.198136462,1.080029545,3.61387483,1.164779464,2.684499699,1.446411384,6.202814678,1.222581188,1.779783051,2.058779855,5.263902038,4.335286309
TCGA_TCGA-DD-AAVY-01A,6.088462627,2.418328093,3.354349692,4.634974049,5.496623565,1.058231536,3.566600881,1.342935087,2.908957083,1.94123593,6.517247217,1.129664638,2.104643025,2.769476893,4.955420046,5.187671916
TCGA_TCGA-DD-AAVZ-01A,5.763398448,2.736513533,2.930882003,4.566632687,5.756920106,3.055376184,4.746702168,1.437901238,3.739793,3.121753901,5.500821016,1.571279582,1.908098595,3.436157899,5.703566482,3.004111085
TCGA_TCGA-DD-AAW0-01A,5.70919701,2.891842613,3.170503072,4.62273847,5.587122997,1.203828491,4.449788853,1.523207475,2.538842269,2.119608843,6.466326767,1.256341184,2.024395601,3.12738897,5.039761288,4.653262848
TCGA_TCGA-DD-AAW1-01A,5.24112388,2.674424611,3.21646437,3.928695762,5.163331319,1.081685066,3.279894912,1.087643811,3.601811142,1.994798261,5.453440771,1.247058705,2.224000004,2.682432591,5.146397107,4.698793403
TCGA_TCGA-DD-AAW2-01A,5.700602051,2.630012429,3.270597223,4.88185673,4.993980841,1.099805786,3.549398083,1.339978633,2.396352672,2.28098323,5.57758477,1.151976889,1.855969312,2.36948457,4.662499104,4.682872033
TCGA_TCGA-DD-AAW3-01A,5.617573589,2.954967194,3.715445802,4.382830209,5.579639103,1.09618615,3.971812713,1.124895496,3.057513288,2.189212822,6.304066204,1.164420519,2.023825116,2.895529688,5.569455088,4.774984929
TCGA_TCGA-ED-A459-01A,6.019065901,2.887905705,3.859638086,5.287927633,4.599269994,1.071751805,5.596763141,1.08504346,2.63975014,1.82960951,3.819190922,1.15612834,1.72327248,2.39777605,5.71589958,1.841046506
TCGA_TCGA-ED-A4XI-01A,5.408084447,2.687137051,3.205921424,3.764517911,5.331915019,1.582270586,3.803449715,1.264140927,3.572577049,1.723687907,5.072411291,1.220987395,2.028856965,2.631170136,4.719058017,4.327767939
TCGA_TCGA-ED-A5KG-01A,6.289618081,3.642966968,3.972028906,5.216805084,5.183659951,2.477315239,6.117162212,2.253020223,4.828049824,3.315400851,4.120160705,2.218327905,3.172566483,4.031524401,6.686328291,3.307925687
TCGA_TCGA-ED-A627-01A,5.752067891,3.035860343,3.604646458,4.27029634,5.428289518,1.905644403,4.570909781,1.669333695,3.08795602,1.864289781,6.031725656,1.322485387,2.70296207,2.688302488,5.631669849,4.617655785
TCGA_TCGA-ED-A66X-01A,5.927010174,2.863622377,3.259486207,4.585580927,4.385289509,1.875622098,5.302071591,1.470432856,4.141416863,3.088289871,5.606666332,1.905466447,2.050807784,3.57417295,5.982221743,3.283550086
TCGA_TCGA-ED-A66Y-01A,5.508953926,2.777736993,3.589491821,4.661761647,5.576262286,1.335366918,6.328406862,1.356336501,4.326283597,2.440787382,5.308908363,1.631357422,2.081233483,4.003786183,6.405278103,2.816741637
TCGA_TCGA-ED-A7PX-01A,6.293790214,3.391963259,4.300380772,5.433524913,3.460888831,1.516293901,5.053720642,1.731227994,4.397504835,2.146425878,5.002594601,1.568613521,2.006536688,3.021226718,6.434869537,2.621531982
TCGA_TCGA-ED-A7PY-01A,5.051917825,2.17218107,2.438051754,4.79348147,4.811379573,2.99180488,3.297212537,1.262412415,3.709521942,2.65160404,5.910774179,1.469595086,1.706548772,3.140124092,5.232677725,4.216429424
TCGA_TCGA-ED-A7PZ-01A,5.309711725,2.800060771,3.45709567,5.138073851,3.292488534,1.449077575,3.201419476,1.415011097,2.84547775,1.89460288,6.458525231,1.512048185,1.445834802,1.838858679,6.178149039,6.266859268
TCGA_TCGA-ED-A7XO-01A,5.492904256,2.440766921,3.176555145,4.034693825,4.334327043,1.423131323,5.013567606,1.577438091,2.598404229,2.736927217,5.774598282,1.478996591,1.688695543,2.322770923,6.146885864,5.165682316
TCGA_TCGA-ED-A7XP-01A,5.642304696,3.252633075,3.528801011,4.652914838,5.055062889,1.085487752,4.365752364,1.443224767,2.861431423,1.874152942,5.606849149,1.298680319,1.960930136,2.776394552,5.555238581,4.482352166
TCGA_TCGA-ED-A82E-01A,5.934877746,3.52193589,3.896940664,4.900963052,4.286345176,3.31719615,4.716460001,1.954647078,4.335375622,2.051207357,4.952384472,1.579066771,2.941742549,3.383875488,5.679525484,2.978914768
