,NSUN2,NSUN3,NSUN4,NSUN5,NSUN6,NSUN7,DNMT1,TRDMT1,DNMT3A,DNMT3B,NOP2,TET1,TET2,TET3,ALYREF,XPD
ICGC_SP50185-DO23552-T,5.59446743,2.034289499,3.049956053,3.860211587,3.779802538,4.416407866,5.65464084,1.366082056,3.568623447,3.673303751,4.82977955,2.018731417,1.567222149,2.549894693,6.241301204,2.717880957
ICGC_SP98896-DO45091-T,6.018741036,2.558764442,2.466720912,4.294815715,3.77250518,1.160854343,3.779861185,1.140856845,3.05325124,1.126076628,6.068482664,1.30389133,1.642780207,2.821369026,5.545135955,4.227956567
ICGC_SP98898-DO45092-T,5.627632777,3.078656333,4.037546346,4.692166468,4.568360503,1.603763592,3.985790961,1.680729429,3.245788423,2.121190661,5.390041674,1.45079233,1.5148353,2.423360771,6.041517228,5.048693519
ICGC_SP98900-DO45093-T,4.942313596,2.195078287,3.552925063,4.93621871,3.335770563,1.014481332,3.766350226,1.348294734,2.942720584,1.550966157,5.88022395,1.351583893,1.227136849,1.360583346,8.226147168,4.625647552
ICGC_SP98902-DO45094-T,5.09207405,2.647119246,2.872905318,3.535648553,4.81672554,1.0892902,3.428316803,1.199259457,2.10233819,1.432166026,4.847700985,1.107022314,1.923890786,2.243816668,4.646767092,4.253142736
ICGC_SP98904-DO45095-T,5.908420395,2.377776682,3.067225671,5.000744154,4.555323598,1.429081927,4.147721533,1.496706277,2.727161551,2.094496498,5.995865446,1.499886571,1.688922401,1.931890873,5.623572272,4.810419321
ICGC_SP98907-DO45096-T,5.932918454,2.726772312,3.382043679,4.269548338,4.765802051,1.074892343,3.855589218,1.21403191,3.564899004,1.773739192,5.436768221,1.417680432,2.001344811,2.861922017,5.61245279,4.542631764
ICGC_SP98909-DO45096-T,5.932918454,2.726772312,3.382043679,4.269548338,4.765802051,1.074892343,3.855589218,1.21403191,3.564899004,1.773739192,5.436768221,1.417680432,2.001344811,2.861922017,5.61245279,4.542631764
ICGC_SP98913-DO45097-T,5.523067713,2.321626711,3.179966902,5.154796473,4.681618998,1.014481332,2.704777132,1.064689134,1.567104064,1.70643603,5.618208272,1.143532604,1.840577394,1.809229807,5.458248244,4.894354156
ICGC_SP98915-DO45099-T,6.648866104,2.32453858,2.969515991,3.953015845,5.017379878,1.115413495,4.119179321,1.297360731,2.787120731,1.883370407,5.957349903,1.32453909,1.865071607,2.742902995,5.223245683,5.046646967
ICGC_SP98921-DO45101-T,6.304963686,2.324402686,2.832145972,4.460132026,5.827118973,1.224030235,3.835361869,1.173815421,3.213563189,2.16109982,6.471195122,1.133967914,2.022586132,2.219905011,4.294111893,4.604321496
ICGC_SP98925-DO45103-T,5.69826332,2.359716006,2.842415097,4.571692568,4.294538311,1.580494467,4.113275403,1.690251512,3.327478802,2.98170441,5.917012563,1.631521667,2.300185413,2.262804602,5.726611397,4.507564216
ICGC_SP98927-DO45105-T,5.145750971,2.494271125,2.754234073,4.240009017,5.660379912,1.147480128,5.14316654,1.052581198,3.644048363,3.139871077,5.806837995,1.515015456,2.106684792,2.85439227,4.936721513,3.079179224
ICGC_SP98933-DO45107-T,5.483969255,2.559361636,2.808870357,4.00873313,5.959949059,1.159713977,3.676820197,1.138376823,3.371419862,2.314310342,6.292872766,1.343364619,1.650072971,2.57600429,4.173162348,4.475945096
ICGC_SP98937-DO45109-T,4.399907313,2.056590611,2.327585483,4.13623592,4.331115196,1.248407847,3.219780204,1.206991393,1.970578086,1.474023826,5.094012878,1.219833158,1.542161567,1.185129613,4.986230106,4.658523375
ICGC_SP98941-DO45111-T,4.698855079,2.730907906,2.945504476,3.961284784,4.059096241,1.014481332,3.528825396,1.25969673,1.862865147,1.40464305,4.569661068,1.468860705,1.925576551,2.792799105,5.070579392,4.850141405
ICGC_SP98945-DO45113-T,5.651940238,2.794924435,3.665144009,4.192114519,4.475351313,1.059826039,3.586787695,1.367306733,3.063413468,1.719896476,4.958236164,1.28470277,2.286911022,3.090913405,5.540628236,5.675726785
ICGC_SP98949-DO45115-T,5.317472103,1.969860109,2.446879006,4.1506449,4.49997578,1.159964432,4.566823702,1.124642804,2.369974823,1.755337951,5.580156768,1.201410175,1.44805222,2.367433507,6.18396185,4.18368144
ICGC_SP98953-DO45117-T,5.768205265,2.829515629,3.793181218,4.379231257,3.999493838,1.014481332,4.268965404,1.085530581,3.828371965,1.764705171,3.579813128,1.529576494,2.646484461,3.212728368,6.421000926,3.387058883
ICGC_SP98955-DO45119-T,5.688738233,3.669682017,4.101832465,4.2743668,4.495487599,1.065786146,3.899724571,1.633585424,2.730204115,1.433227195,4.71378265,1.19523837,2.045558199,2.139402664,5.977257193,4.513335125
ICGC_SP98959-DO45121-T,5.440917023,2.463158398,2.738982497,4.344253923,4.657338207,1.990772329,5.306670511,1.26674529,3.827067501,2.762249588,4.929854893,2.031914533,2.187938843,3.230000478,5.554243105,3.198254987
ICGC_SP98965-DO45123-T,5.576127988,2.742493965,3.375299387,3.967961017,4.902253849,1.054213775,4.038185819,1.088134791,3.942584023,1.704017491,5.927271398,1.60871964,2.01366738,3.396886195,6.005500095,4.624586939
ICGC_SP98967-DO45125-T,6.245590392,2.258735424,2.974826535,4.959613509,5.545131541,1.467111785,3.391110049,1.255048641,1.811447914,2.785548984,5.637689948,1.145498916,1.431487613,2.042799177,4.962518532,4.395803288
ICGC_SP98973-DO45127-T,6.370073181,3.387811465,3.876138377,5.174340918,3.915151273,1.12635143,5.933441258,2.230081021,4.638761824,4.794688413,5.844135984,2.121408253,1.982627563,3.726331643,8.509876947,3.420117725
ICGC_SP98975-DO45129-T,4.820659776,3.229180231,3.551654589,3.687759621,5.030294556,1.049319186,2.934086028,1.290962891,2.636435635,1.605963142,5.592782246,1.285046201,2.580987312,2.149480362,5.03696356,4.604415654
ICGC_SP98981-DO45131-T,5.62632072,2.652978339,3.899096861,4.639662912,3.699328877,1.197885355,4.584587269,1.592946374,3.479320424,3.012752503,4.926562567,1.386221967,2.156628165,2.883103406,6.109749795,3.616678004
ICGC_SP98985-DO45133-T,6.570773786,2.72543656,3.337039711,4.942207617,5.467995825,1.014481332,3.511709192,1.11125198,2.690047853,1.706459223,5.417074266,1.118738004,2.259095476,2.41277095,5.43530086,4.67108778
ICGC_SP98989-DO45135-T,4.980294257,3.257323264,3.158581946,3.841887936,4.622338418,1.26103871,4.450056206,1.586392743,2.923510874,1.885990662,5.702672979,1.275235047,2.51585686,2.237962301,5.550504919,4.4708902
ICGC_SP98991-DO45137-T,4.154101744,2.948977919,2.97651756,4.363836427,4.064001329,1.374869337,4.669683359,1.397755197,3.668456491,2.501562861,5.66404031,1.526756269,2.153234485,3.812889525,5.439887214,4.754251117
ICGC_SP98997-DO45139-T,5.278147968,3.03329376,3.303750884,4.00510186,4.403028679,1.089549136,3.348807655,1.32799712,3.046536205,1.351495586,5.343463828,1.48174196,1.723165297,2.471864282,5.546905288,4.756912858
ICGC_SP99001-DO45141-T,5.469577488,2.850558834,3.152834713,4.138539606,5.268025225,1.503154624,4.648686507,1.530975722,3.410998172,2.054129635,5.923997477,1.619837862,2.601949106,2.865945888,5.497358064,4.663239863
ICGC_SP99003-DO45141-T,5.997608923,2.996008387,3.085271189,4.585301309,6.105784187,1.014481332,4.774002073,1.425568565,3.09399519,2.525962601,5.088333538,1.275185599,2.183390999,3.682071718,5.812668458,4.777645951
ICGC_SP99007-DO45143-T,5.68366777,2.58434152,3.173006038,4.319706159,4.940549357,1.191717773,3.50467695,1.276972698,2.811659856,2.142859931,4.958922161,1.203646337,1.916967768,2.239838722,5.693777014,4.600445953
ICGC_SP99011-DO45145-T,7.12198917,2.947952765,3.186328899,4.918309806,4.151899584,2.591127316,4.789948536,1.30870021,4.086883064,2.801708769,4.834084558,1.590903117,1.903094262,2.809103246,7.669475047,2.978888466
ICGC_SP99019-DO45149-T,5.490305016,2.511238189,3.650146223,4.750600842,4.085047384,1.757273826,2.8037328,1.298692792,3.357957185,2.90980322,7.178498693,1.187167425,1.433677406,1.894085567,4.709298225,6.0278368
ICGC_SP99029-DO45153-T,5.548046377,2.735729674,3.416937222,4.15442962,4.478798743,1.190127155,4.585593909,1.502163197,2.966657709,2.178009554,5.882383891,1.410110858,2.382210828,2.531565599,5.698681812,4.673238296
ICGC_SP99033-DO45155-T,6.30605054,3.045324829,3.867371923,4.716172864,4.279844323,1.486658923,6.004241994,2.583301264,4.131607912,3.266169036,4.460728058,1.731099248,2.492228393,3.094572449,6.682685866,3.775890107
ICGC_SP99037-DO45157-T,5.800171503,2.886390893,3.502663591,4.611648504,4.154989915,1.416927332,5.089830112,1.705278266,3.469936069,1.977287181,3.355410852,1.464606478,2.658188451,2.918422528,5.778189394,2.769213845
ICGC_SP99041-DO45159-T,5.787402932,3.206811882,3.400712747,4.69725202,5.726034723,1.148627785,4.726296597,1.495350749,3.028465433,1.656371005,5.398101103,1.292464705,2.328849912,2.80324519,5.376545961,4.567233127
ICGC_SP99045-DO45161-T,5.297894263,2.969024734,3.726284571,4.320262592,4.075318933,1.052140927,4.751122534,1.196250247,3.665706131,2.38695758,3.40411877,1.988317381,1.951670911,2.591913281,7.125354499,2.942389546
ICGC_SP99049-DO45163-T,6.3287914,2.817541006,3.429930002,4.688403929,4.226150491,1.205524681,3.838504517,1.001464412,2.79085771,1.659135511,5.579700429,1.105855095,1.911374617,2.719376883,6.640549914,4.67876584
ICGC_SP99053-DO45165-T,5.481116631,2.740690447,3.699641823,4.14625607,4.216271897,1.2020032,4.583699747,1.496766621,3.416352361,2.529124178,3.512706059,1.652817194,2.035276973,3.017233465,5.831555313,3.190116797
ICGC_SP99057-DO45167-T,6.001790041,2.58179603,2.807864798,3.51451789,5.314738909,1.014481332,3.131528238,1.1026718,2.554696502,1.958833877,5.981398132,1.064068714,1.278388114,1.862068514,4.039525709,3.842553251
ICGC_SP99061-DO45169-T,5.751266792,2.906192275,3.367522949,4.422699249,4.840750636,1.093471489,2.57217457,1.116013747,2.669333048,1.413827138,5.88868591,1.14907105,1.385913055,1.732236265,5.011685671,4.812527032
ICGC_SP99065-DO45171-T,6.057956245,2.760992743,3.54386843,4.610658564,4.900125893,1.170175745,2.913804613,1.312203465,2.779093013,1.562977943,5.523333547,1.139884883,1.751353818,2.471248684,4.862562193,4.74881846
ICGC_SP99069-DO45173-T,5.728770009,2.938335095,3.93058775,4.229892783,5.285913064,2.687407226,3.983230128,1.321521511,3.656956627,1.659281571,5.138383508,1.843215534,1.514586865,2.788412475,6.014604049,5.221096379
ICGC_SP99073-DO45175-T,4.71233794,4.16647031,3.531940609,3.849012133,4.882487062,1.047507278,2.77888754,1.159162127,2.916842287,1.208432729,5.439844751,1.223003476,2.015789412,2.521731519,5.367597418,4.323479555
ICGC_SP99077-DO45177-T,5.06606809,2.695076601,3.175751107,3.865884761,4.288538085,1.17182632,3.658872995,1.75092217,2.271505878,1.511559439,4.843251529,1.346256674,2.396423135,2.333402356,5.091920639,4.666793804
ICGC_SP99081-DO45179-T,5.001767035,2.650775413,3.003964373,3.778681708,5.205887395,1.136592504,4.605558954,1.239587083,3.124051965,2.103573265,5.530480007,1.722553681,1.945085603,2.616055353,6.217171408,5.012431353
ICGC_SP99085-DO45181-T,5.216741473,2.291895199,3.148194543,3.856828713,5.100352167,1.593829886,4.14700057,1.484069113,2.632158262,1.384701439,5.457780122,1.150707034,2.063879592,2.290945589,5.42737963,4.217471374
ICGC_SP99089-DO45183-T,4.820565431,2.291902839,2.573650266,4.239379316,5.241153782,2.242457699,4.582610924,1.547610409,3.757072528,2.541842191,3.162105193,1.566088991,1.560490509,2.862838444,6.574502577,3.292247615
ICGC_SP99093-DO45185-T,5.512523543,3.28649198,3.334701345,5.123161305,4.322126564,2.739171872,4.530566937,1.878069346,4.917162083,2.500649894,3.892601605,2.096882789,1.925931714,3.348255279,6.643972559,3.882746484
ICGC_SP99097-DO45187-T,4.78277818,2.627796293,2.737940826,4.193183181,4.908983034,3.702273711,4.712219792,1.446207192,4.682842471,2.586149097,3.133645399,2.293800393,1.861683043,3.595003828,5.710565161,3.38727348
ICGC_SP99101-DO45189-T,5.341098351,3.176669434,3.025534096,4.706031569,4.014978451,4.533945454,5.25214255,2.104484932,5.382170064,3.499832031,4.187706733,2.537427337,2.840862043,4.068566741,6.236614928,4.140346803
ICGC_SP99105-DO45191-T,4.769646666,2.345074492,3.417852292,5.118678331,5.34344659,1.114128077,3.670227529,1.354952137,2.985165617,1.898924781,5.327353731,1.516140033,1.836782459,2.960222757,5.199606921,4.505538248
ICGC_SP99109-DO45193-T,5.913445126,3.293538049,3.715616878,5.540049935,3.42578514,1.031085386,5.348880038,1.699242411,4.890261793,3.010430249,5.647924293,2.089599873,1.742266654,3.421168812,7.074994039,3.584019028
ICGC_SP99113-DO45195-T,5.680613955,2.185814178,3.145416291,3.749992287,6.167216974,1.199847126,3.375617055,1.180041474,1.783943207,1.206670118,6.488731659,1.074240646,1.421411893,1.713395684,4.694714623,3.378247085
ICGC_SP99117-DO45197-T,5.487986721,3.000015266,3.350310947,3.584071552,3.814368569,2.954688797,3.215502036,1.52293307,2.66770023,2.354427695,5.181754298,2.03024007,2.215075374,3.264224707,5.375695491,4.30119647
ICGC_SP99121-DO45199-T,5.094743384,2.675723485,3.118224902,4.772510889,4.943387381,1.123269463,3.882548826,1.140755456,3.194357014,1.647570396,6.023295327,1.058947742,2.156678214,2.655091673,5.951271706,5.12761018
ICGC_SP99125-DO45201-T,5.213783754,2.385343713,3.495259095,4.187370219,5.014841576,1.151317501,3.77307544,1.313997966,2.650905628,1.675054664,5.472372368,1.345916747,2.099778591,2.280326279,5.346954489,3.927552589
ICGC_SP99129-DO45203-T,5.074412146,2.987790586,3.319563394,4.046145069,5.850171856,2.013812759,4.331040916,1.560289505,3.91552915,1.565861733,5.442345787,1.569502437,2.077002332,2.908899491,5.31855602,3.69534004
ICGC_SP99133-DO45205-T,5.95195199,3.292901415,3.450991902,4.165690139,5.714561558,1.10270215,5.799637081,2.74408026,3.855601933,3.509800789,3.340445621,1.816951619,2.638262362,3.533472574,6.253578391,3.608104559
ICGC_SP99137-DO45207-T,4.090436316,2.477863882,3.195482957,4.331002861,4.664483383,2.764383915,5.187742698,1.512495094,2.895690745,2.818181877,5.360771586,1.602675227,2.300175862,3.291995554,5.617974168,2.937923624
ICGC_SP99141-DO45209-T,6.032281014,2.842691218,4.419328952,5.363214597,5.244076161,3.666664229,5.30093254,1.046303271,5.138909778,3.500708714,3.659244968,3.510105975,1.22546206,2.524483234,6.879547871,4.120061925
ICGC_SP99145-DO45211-T,6.733451709,2.67488471,3.824053938,5.101294034,3.213946673,1.968962646,5.046487051,1.486945765,2.867896172,2.310992001,4.511411556,1.6344723,2.199740814,3.103922178,8.43043028,2.820155578
ICGC_SP99149-DO45213-T,5.226264015,2.833264513,3.278603018,4.250741506,4.822575039,2.458321578,5.621294345,1.516763092,4.271295918,2.404007079,5.929938267,1.804163318,2.113147525,3.120351966,6.158317001,2.512063858
ICGC_SP99153-DO45215-T,5.161372929,2.573927623,3.034774958,3.851567866,5.634437367,1.175682344,3.472556057,1.365267856,3.063017704,1.811731984,5.331645827,1.267891049,2.492843474,3.225881724,5.142914194,4.349796252
ICGC_SP99157-DO45217-T,6.205086295,2.142590217,3.118587094,3.331780289,4.633827085,1.123275022,4.304516225,1.519433232,4.770900664,4.501288393,4.089504887,2.80362582,1.505333539,3.322080731,6.273300236,3.722289839
ICGC_SP99161-DO45219-T,5.32866323,2.889141155,4.338829841,4.5371573,5.03306413,2.296344861,4.244207162,1.552985314,4.04832458,3.194918686,3.251452551,1.938192073,2.189845521,3.566579027,6.109586667,3.45363563
ICGC_SP99165-DO45221-T,5.767218863,3.119102467,3.663881492,4.947877339,3.662944457,1.067817357,5.126633632,1.156854632,2.869907603,1.400150614,3.748180476,1.30700091,1.675630072,2.390492799,6.433181962,3.460395874
ICGC_SP99169-DO45223-T,5.275740183,2.887509918,3.613563813,3.856221034,4.769113593,1.345712813,3.903122969,1.376585819,3.104944243,2.067637161,4.792535472,1.381099292,2.380172075,2.778251546,4.893549281,4.605797336
ICGC_SP99173-DO45225-T,5.177723892,3.055515286,3.357358755,4.246388555,4.19385169,1.121792049,6.070079447,1.369538853,3.374831326,2.684366696,4.061529577,1.431518713,2.865470443,3.154428603,6.341902568,2.764712371
ICGC_SP99177-DO45227-T,5.74783202,2.867960981,2.92182832,3.722885315,5.062085648,1.014481332,2.81618372,1.697267162,2.750770653,1.910440009,5.60640821,1.410446358,2.044519559,3.261961281,5.800524225,4.6256107
ICGC_SP99181-DO45229-T,5.161096892,2.60703963,3.176185372,3.94239875,4.653077789,1.253042909,3.098211677,1.296649866,2.751529722,1.595260868,5.019725566,1.241655885,1.50913594,2.155560727,5.886035721,5.19138221
ICGC_SP99185-DO45231-T,5.382114283,2.951228157,3.999773606,4.442704926,4.598394418,1.573298977,6.063577082,1.536740452,3.555669172,1.806786647,3.548429581,1.662647348,2.805757236,2.958966292,6.398971034,2.884797625
ICGC_SP99189-DO45233-T,5.446785187,2.189620564,3.032589777,3.659944787,5.046368613,1.22059584,4.252437151,1.662791649,2.621171892,2.032614318,5.48510003,1.353056523,2.599842551,2.586137921,5.412923558,4.545688311
ICGC_SP99193-DO45235-T,5.522323493,3.057274039,3.504433126,4.205551293,4.159558409,1.215824778,5.032787687,1.211219978,3.138223746,1.775109298,5.615689838,1.348509778,2.165846521,2.504269593,6.133232973,4.292413063
ICGC_SP99197-DO45237-T,6.069855778,3.086622175,3.789355408,4.238991843,3.756496085,1.460320357,5.565704168,1.275953735,3.46120615,1.900729537,4.615639684,1.341577476,1.918149533,1.820441509,6.318587294,2.4841624
ICGC_SP99201-DO45239-T,5.27372509,3.041282937,2.991594794,4.853581509,5.012084599,4.204805126,5.31498255,1.23671719,3.805190017,1.863317359,3.593718477,1.712502429,1.809797273,3.17983198,6.136133863,2.780635099
ICGC_SP99205-DO45241-T,6.07780158,2.421858072,2.74540976,5.162549101,5.834657699,1.066809814,3.65527881,1.153692311,3.574032934,2.671021749,7.529350471,1.124833359,1.656884649,2.405896448,4.973674542,4.942495176
ICGC_SP99209-DO45243-T,5.21675758,2.801664386,3.345445065,4.354008752,4.803288892,1.352861857,4.299922892,1.546589976,3.421582228,2.96709562,5.575090684,1.68878936,2.509593897,3.069591813,5.373579439,4.099255912
ICGC_SP99213-DO45245-T,7.498928981,2.637799371,4.925716119,4.234371408,3.378887702,2.277024677,4.838522646,1.685108358,4.230881124,2.442163589,4.940460343,1.434934125,2.826812338,3.648631684,7.063932323,3.746473361
ICGC_SP99217-DO45247-T,4.830032434,2.603276344,3.473565045,3.704164912,5.174695422,1.085282827,4.446466217,1.509613821,3.83097035,2.337505549,5.681573177,1.932923053,2.244563193,3.154192623,5.487857893,4.627999588
ICGC_SP99221-DO45249-T,5.796100286,2.941843402,3.605157601,4.688054838,4.282764556,3.290198822,4.687265395,2.192434613,3.957178072,2.791745227,3.651593595,1.539768407,2.625598333,2.958647483,5.899977285,3.392650556
ICGC_SP99225-DO45251-T,5.670587802,2.900473921,3.21500512,4.531928032,4.023507503,2.508165376,4.381819825,2.015116578,3.928960037,3.001732402,3.432155358,1.881062787,2.526537202,3.002359027,5.605126704,2.675782495
ICGC_SP99229-DO45253-T,5.72667453,2.57310312,3.581801043,4.177577403,4.265410644,1.156025716,4.814126321,1.293201174,2.60880939,2.57032703,5.737561465,1.330780268,2.607125953,2.449781777,6.077109792,4.17763782
ICGC_SP99233-DO45255-T,5.041393365,2.134826658,3.555353036,3.978590012,4.553954611,1.106246878,3.850893411,1.191876889,2.240055116,1.689864616,6.107206204,1.399533542,1.912653933,2.248041699,5.974773206,4.928850626
ICGC_SP99237-DO45257-T,5.875058817,3.081327942,4.676731736,4.65147725,4.835199556,1.196344851,5.168997511,1.342636763,3.350083733,2.067215029,3.396201438,1.640855307,1.762305139,2.65406028,5.264903657,2.713408731
ICGC_SP99241-DO45259-T,5.143312115,2.056746847,3.124537079,5.032897971,4.15297214,1.073470422,6.717915036,1.961906546,4.939164192,3.715038831,3.718262034,2.381614408,2.065673185,3.605741587,6.822994841,3.579959105
ICGC_SP99245-DO45261-T,5.249033769,2.897876114,3.061326757,4.255651172,5.392620997,1.193617359,3.528060446,1.462094268,2.15184797,1.724044166,5.386782603,1.117842808,2.126386967,2.152250735,5.632504712,4.014675025
ICGC_SP99249-DO45263-T,5.560054896,3.030068229,3.35778786,4.58064436,4.723355476,1.218516642,6.746242536,1.877925913,3.574531405,3.275176897,2.2326163,1.560247609,2.345490806,3.177551236,6.294521527,3.288924326
ICGC_SP99253-DO45265-T,5.322109016,2.305690398,3.748501843,3.930708643,4.599397782,1.069857332,4.469921255,1.248204115,4.735859514,2.10906488,3.945403313,2.119778425,1.835348914,2.99968046,6.445985312,4.002271349
ICGC_SP99257-DO45267-T,5.630867961,2.670650594,4.007086362,4.737010867,3.803342964,1.158540025,5.049274113,1.328881348,3.850516008,2.821140087,3.7976985,1.476403433,2.12064522,3.103953847,6.883436928,2.028732163
ICGC_SP99261-DO45269-T,6.023360711,2.584473918,4.192322996,4.696992356,5.084504274,1.044163604,4.888979085,1.40097107,4.317845983,2.395014368,3.372214413,1.544952309,2.003544743,2.692573547,7.73259475,3.779461637
ICGC_SP99265-DO45139-T,6.191813021,3.123591373,4.015817716,4.252280681,3.829248705,1.521386367,6.17287723,1.894562577,3.269870899,2.286100775,3.278199019,1.342024325,3.054832621,3.133781505,6.398490238,2.97335169
ICGC_SP99269-DO45273-T,5.709452744,3.242513169,4.13627254,4.957273715,4.656739977,1.348185691,4.634476513,1.561828812,4.004498208,3.268398322,3.86688292,1.771358958,2.708475114,3.760397548,5.760647249,2.587445788
ICGC_SP99271-DO45273-T,5.709452744,3.242513169,4.13627254,4.957273715,4.656739977,1.348185691,4.634476513,1.561828812,4.004498208,3.268398322,3.86688292,1.771358958,2.708475114,3.760397548,5.760647249,2.587445788
ICGC_SP99275-DO45275-T,5.695300274,3.214094717,3.943234707,5.339314253,3.091657164,1.182844693,6.790898787,1.584840889,3.595681845,2.26095742,3.035451213,1.668323337,2.049924639,2.604696886,7.357428818,3.237333484
ICGC_SP99279-DO45277-T,6.644052899,3.583541237,4.156529679,4.963558066,3.937996615,2.028921837,4.931482926,1.588572499,4.142577226,2.027830933,3.875752827,1.340872732,3.152889996,3.259538852,6.402341686,2.969275966
ICGC_SP99283-DO45279-T,5.150008265,3.495918847,3.411901404,4.336542958,3.759795293,2.855088292,4.424322643,1.945050237,3.71550216,2.340756967,3.177005721,1.83414082,2.956718651,3.299914143,5.717719246,2.704872834
ICGC_SP99287-DO45281-T,5.424792057,2.338914229,2.945098092,4.064979719,6.195764494,2.284403769,4.419587775,1.322177514,3.38661647,1.843008153,6.243190439,1.204043282,1.850934388,3.094957734,4.58368252,4.269514761
ICGC_SP99289-DO45281-T,5.548983838,2.86293348,3.713784738,4.617777085,4.180039835,1.127949799,4.004341597,1.511456694,3.992372923,2.911781854,3.728274617,1.749984338,2.065107856,3.258851379,6.673003069,3.372073557
ICGC_SP99293-DO45283-T,6.081794939,2.454132851,3.603026701,4.970561575,3.560653882,1.445144955,4.692687088,1.825831667,4.154913903,2.080135696,5.382920327,1.883200971,2.527224585,3.655781824,6.471074508,3.083976762
ICGC_SP99297-DO45285-T,5.383996265,2.346166713,2.820378249,5.542043533,3.200890319,1.412877153,3.440897169,1.655975181,3.554717187,1.840719625,5.363515552,1.357313092,1.428858756,1.457964394,7.296757996,4.849370573
ICGC_SP99301-DO45287-T,6.046197816,3.67807445,3.875355452,4.816940219,3.87990259,1.199552419,6.174753914,1.943947675,3.962484286,2.415955852,3.83448177,1.569551528,3.185176534,3.460636439,6.71032377,2.748554914
ICGC_SP99305-DO45289-T,4.935597563,3.265116526,3.71626563,5.095310899,3.936415951,1.408251709,3.566452718,1.900799817,4.184138487,2.233981758,4.574339631,2.005716289,2.513441017,2.493157081,6.658664291,3.578702664
ICGC_SP99321-DO45297-T,5.979427123,3.278553059,4.277660579,5.319380186,4.346141918,1.542210799,4.807364119,1.88112589,2.924474822,2.063189327,4.43120075,1.597361906,1.97774238,2.821980247,6.158628033,2.920187742
ICGC_SP99325-DO45299-T,6.633818249,3.394197561,4.090742457,5.325158214,3.322610756,1.088581369,6.062465775,1.357005093,3.592819694,2.782509797,3.96959587,1.099269692,2.689605609,3.09653073,7.25956824,3.406106912
ICGC_SP99329-DO45301-T,6.029355994,2.777728937,3.958115452,5.06951766,3.329619449,2.142533417,5.354105225,1.291120823,3.902967894,2.243584132,4.911370664,1.239848629,2.695207614,3.380114657,6.749711264,2.745530225
ICGC_SP99333-DO45303-T,5.875057345,2.909969128,4.461859799,5.029128147,4.178199895,1.044756403,3.939485332,1.72719114,3.952915113,1.285577871,6.14663973,1.549952173,1.857272687,3.270536888,5.599951499,4.071041846
ICGC_SP99337-DO45305-T,5.830734783,2.360081459,4.059049098,5.300350053,3.997706337,1.117489257,5.331661054,1.627481686,4.205464367,1.808935849,3.693726067,1.464746137,1.835033271,3.107422451,6.569977042,3.029157485
ICGC_SP99341-DO45307-T,5.561004433,2.995251741,3.854771424,5.820083034,3.089884396,1.772823574,5.609172327,2.069930315,3.528721114,2.520780795,4.038220016,1.459671969,2.262729011,2.493902761,7.333934256,3.967901703
TCGA_TCGA-2V-A95S-01A,5.403084094,3.065749289,3.524134692,4.772252755,5.5550154,1.103928769,4.762606184,1.223518006,3.328121403,1.584782612,5.755777261,1.192643059,1.978883381,2.454442832,7.002031465,4.084153128
TCGA_TCGA-2Y-A9GS-01A,6.273853915,3.272503476,4.097851027,5.096980781,5.061363896,1.159784781,5.220307122,1.769599167,3.574455274,2.876559318,3.533901041,1.489592482,2.121981578,3.205056421,6.3216423,3.260086051
TCGA_TCGA-2Y-A9GT-01A,5.136569978,2.7431291,2.902788836,3.292044872,5.63627871,1.143078396,4.347067921,1.285971348,2.837341032,2.093551522,4.98999985,1.166206991,2.3866235,2.730575483,4.998948902,4.280944193
TCGA_TCGA-2Y-A9GU-01A,4.923583521,2.887940078,2.976902704,3.56831738,5.517454313,2.379099168,4.313477488,1.254583809,3.939379088,1.686424791,5.092614809,1.177372224,2.209276624,2.632233799,4.913522999,4.584500003
TCGA_TCGA-2Y-A9GV-01A,5.643430837,2.862571604,3.235223409,3.667567653,5.379524001,1.09644158,4.181524256,1.500094418,2.618352519,2.307000216,4.742391865,1.451368349,2.496930964,2.958145039,4.983801033,4.758419787
TCGA_TCGA-2Y-A9GW-01A,5.281482256,2.410842539,2.900168156,4.289966971,4.606863118,1.138229368,4.290201053,1.254879163,2.958250888,1.91004472,5.190630835,1.224060992,1.976619145,2.444845475,5.331775939,4.404066912
TCGA_TCGA-2Y-A9GX-01A,5.842754778,3.547676046,3.500568924,3.835196643,4.98432482,1.215700192,4.898640447,1.504209671,3.233025836,2.037833382,5.45959158,1.498137828,2.522581053,2.886561599,5.389056077,4.324896232
TCGA_TCGA-2Y-A9GY-01A,5.659494923,2.901002215,3.651796387,4.967308632,4.254952616,2.750445758,4.804277954,1.623929965,3.915019253,2.700127396,5.749500128,2.371877204,1.838474408,2.736422579,7.314203455,3.651079926
TCGA_TCGA-2Y-A9GZ-01A,5.484163262,2.65008536,3.367634813,4.001177032,4.636937969,1.422637023,3.780253126,1.393474623,2.460819001,2.148355984,5.375957443,1.683050533,1.718620659,3.059541229,5.999360614,4.891567913
TCGA_TCGA-2Y-A9H0-01A,6.302599283,2.565351793,3.280146411,4.494967661,2.892070008,1.071358787,5.408860761,1.571612049,2.87883337,2.312533465,4.573683447,1.995255154,1.48142641,2.26644232,6.80189894,3.017894776
